,timestamp,rating,title,text,parent_asin,verified_purchase
4807828,2021-06-28 16:26:54,1.0,Completely inaccurate,Does not work. Instructions says to measure from the front of the forehead and the front of the forehead always says 98 something. Completely inaccurate because I know my kids have a fever. When I measure from the side of the head it’s more accurate but I just don’t trust this thermometer. It’s gives me different readings all the time. I measure all over my kids head to get an idea of what temp they are. Going back to an ear thermometer.,B075QQ8VZW,True
4807986,2020-10-16 19:04:48,1.0,Doesn’t Provide Accurate Temp,"It doesn’t work!  Unfortunately, my toddler had a fever (101.2 - based on other thermometers) after the return window for this one had closed... this one showed no change in temp - reading at 97.7 each time.  Now I have a $50 paper weight",B075QQ8VZW,True
4808243,2020-09-08 16:34:35,5.0,Good Buy,I ordered the ihealth no touch thermometer due to this covid mess. I was a good buy and is very easy to use.,B075QQ8VZW,True
4808347,2021-02-24 16:24:01,5.0,Quick and easy to use,I like use this thermometer ay work.  It's great.,B075QQ8VZW,True
4808410,2021-04-02 03:36:55,5.0,good,accurate,B075QQ8VZW,True
4809384,2020-12-08 12:38:29,5.0,A winner!,It is very accurate and easy to use.,B075QQ8VZW,True
4809510,2020-07-25 16:38:12,5.0,"No touch, instant read",Beats any of the other methods of temperature gauging.,B075QQ8VZW,True
4809516,2020-07-15 01:33:01,5.0,Easy to use,Very easy to use.,B075QQ8VZW,True
4812316,2020-07-30 22:34:26,5.0,no Bluetooth pairing with app.,nice little thermometer. too bad it doesn't pair with the iheath app. but overall does the job.,B075QQ8VZW,True
4812651,2020-08-06 01:09:28,4.0,It works,It works easy just read instructions,B075QQ8VZW,True
4812705,2020-07-10 06:33:18,5.0,It's great,It's worth recommending,B075QQ8VZW,True
4813487,2020-08-05 10:47:55,1.0,Don’t waste your money,"NOT accurate. You can take a temp 5 times in a row and get 5 different readings, all ranging 2-3 full degrees difference. Can’t use it.",B075QQ8VZW,True
4814741,2021-02-05 00:09:49,5.0,Works as Advertised,"I wasn't looking for anything other than to take temperatures of visitors to the house, noting more nothing less.  I really like it does one thing and one thing only.  Some of the other products try to go over the top by saving and comparing results with different lights and pictures.  The iHealth just works and is easy for anyone in the family to use at any time.  I would highly recommend to anyone looking for an inexpensive, fast, easy to use no-touch forehead thermometer to protect your family.",B075QQ8VZW,True
4814901,2021-03-21 14:35:17,4.0,"Accurate, but...","Should be Bluetooth, have a brighter readout and should have a separate F and C button",B075QQ8VZW,True
4815083,2020-06-15 21:20:20,5.0,Easy to use!,I did not have a fever but I tried using it. It was definitely easy to use and very quick and accurate. At this time I highly recommend it.,B075QQ8VZW,True
4815259,2020-08-24 01:12:38,5.0,So simple and quick. Makes the daycare drop-off go faster,So simple and quick. Makes the daycare drop-off go faster,B075QQ8VZW,True
4815271,2020-07-31 19:23:34,5.0,Excellent,It is very easy to use and fast results.,B075QQ8VZW,True
4816617,2020-07-17 15:58:15,4.0,Very easy to use and looks nice!!,I had no complaints....<br />The only this is the price is quite expensive...,B075QQ8VZW,True
4818035,2020-12-10 08:19:17,1.0,WASTE OF MONEY,Purchased this thermometer back in August for $49.99 to have on hand for when we got sick (now it's $29.99!). Temperature won't go past 98.4. Wish I had paid attention to the negative reviews.,B075QQ8VZW,True
4818613,2020-07-13 19:58:59,5.0,Excellent device,"Easy to use, quick results and quiet (no beeps but soft vibration when number is ready). I grew up on mouth thermometers that took forever and never seemed accurate and I am totally impressed with how easy the modern home process is.",B075QQ8VZW,True
4818915,2021-06-30 20:39:07,1.0,inaccurate,I kept thinking I was just being a paranoid mom then my Houshmandzadeh suggested I check with another thermometer.  Her temp was high enough that she needed to go in.,B075QQ8VZW,True
4818967,2021-03-12 18:32:44,4.0,Easy to use no touch touch thermometer for the price,Easy to use thermometer but he had a learning curve to take and use for the first couple times the button kept slipping on my finger well I held it.,B075QQ8VZW,True
4819263,2020-07-30 21:48:31,5.0,It gives me piece of mind to have it,Easy to use,B075QQ8VZW,True
4821035,2023-04-24 13:12:21,5.0,Perfect product,"Very good design, very easily to use…love it very much",B075QQ8VZW,True
4821049,2020-08-03 23:40:28,5.0,Looks good and works !,It’s great that it vibrates when it takes your temp,B075QQ8VZW,True
4821055,2021-04-27 22:44:18,5.0,Great product,Easy to use and accurate.,B075QQ8VZW,True
4821060,2021-07-05 16:40:36,5.0,easy to use,"During these times, it is very easy to use . it is on my counter, i use it before I leave the house",B075QQ8VZW,True
4821395,2020-12-07 19:56:18,3.0,Not super accurate.,Seems inaccurate by at least a full degree low.,B075QQ8VZW,True
4821804,2021-01-18 14:19:14,5.0,High quality,High quality love it easy and accurate,B075QQ8VZW,True
4822288,2021-05-13 20:29:06,3.0,Not the best for all the marketing points about it.,I feel there are way too many 5 star reviews. Yes this feels nice. But ultimately the Braun tympanic is more accurate at assessing fever than this or any forehead thermometer.,B075QQ8VZW,True
4822399,2020-12-29 17:47:37,1.0,Inaccurate readings!,"I read this product has a lot of good reviews and that's why I bought it.  It's very easy to use which I like it very much. HOWEVER, the readings are so strange, I always get 98.0F on my little one, I mean always! EVERY TIME! Which I thought it was weird, and I always get the same temp 97.8 on myself. But when I try to test on other parts of the forehead, I get different readings, so I thought okay, this thermometer is working, it's just my baby whose always at 98.0. Until I read a Facebook post online, the poster said that she always get the same readings as well, but when her little got a fever, she felt her baby being hot and it still reads 98.0. She went and go a cheap thermometer and it was over 101! She took her little one to the ER and it was truly high at 101+. So I am returning this thermometer because it truly scares me.",B075QQ8VZW,True
4822693,2020-07-24 19:09:48,5.0,Easy to use,Easy to work and easy to read,B075QQ8VZW,True
4823279,2020-09-06 17:15:20,1.0,It does not work,Thermometer does not work,B075QQ8VZW,True
4823830,2020-07-07 10:52:17,5.0,Must have this one,"Light, easy to use!",B075QQ8VZW,True
4824058,2020-07-17 03:15:11,2.0,Not user friendly,Only worked twice.,B075QQ8VZW,True
4824329,2020-08-31 21:20:51,5.0,Quality product!,Great product - easy to use for temp screening my kids before school. This is also what my doctor office uses.,B075QQ8VZW,True
4824963,2020-09-17 19:58:39,5.0,Perfect for the pandemic.😂,I Love how easy this is!!!,B075QQ8VZW,True
4825967,2021-01-16 11:10:20,2.0,It’s sleek but uncertain about reliability,"I bought it for the convenience it seemed to have. However, while testing it out, it took multiple tries to detect a reading. I’ve checked the temperatures of myself and my sons and their temps were identical, only a 0.2 degree difference from mine. Since I’m not sure about its reliability, I’m going to return it for a brand and style that I’m more familiar with.",B075QQ8VZW,True
4826164,2020-10-04 20:45:35,1.0,Awful,"Terrible. Worked twice. Changed batteries doesnt matter which ones I use, it sends an error message and won’t turn on. Returning.<br /><br />Update: they conveniently changed my return window and now I cannot return. So I’m stuck with a $50 piece of crap. Awesome. DO NOT PURCHASE!",B075QQ8VZW,True
4828681,2020-09-21 13:20:24,2.0,Accuracy??,I take a lot of temperatures at my work and this thermometer hardly gets any other temp except 97.1 and 97.3.,B075QQ8VZW,True
4829006,2020-07-21 20:39:24,5.0,convenient & easy!,"Took a little while to get the hang of it, but after becoming familiar with how it works (we use the same thermometer at my workplace) it really is quite easy to use. I love that it's light and vibrating indicator is a nice touch for anyone self-diagnosing.",B075QQ8VZW,True
4829238,2020-07-24 11:51:41,5.0,Does what it is supposed to do.,Ease of use.,B075QQ8VZW,True
4829297,2020-07-17 15:46:48,5.0,This is the best thermometer ever.,"I love this thermometer - it is easy to use, fast response and a painless way to check wiggly kids' temperature.  I also love its slick design.",B075QQ8VZW,True
4829878,2020-07-15 00:11:22,5.0,Quick results.,Very easy and quick to use.,B075QQ8VZW,True
4831372,2020-06-13 17:06:04,5.0,"Easy to use, registers a little low, but still great","Great thermometer! It registers a little on the low end (I tend to get 97.0 through low 98 for most people), but its still workable. Because of the way the device is shaped, it feels like you get REALLY close to the person's forehead in order to take their temperature, but again, not really a big deal. Would highly recommend.",B075QQ8VZW,True
4831492,2020-08-12 00:06:50,5.0,Highly Recommend,Works perfectly and easily,B075QQ8VZW,True
4832265,2019-12-03 06:20:04,5.0,"Great thermometer, great design","It is easy to use, you got the temperature really quick. The design is amazing. It work with Celsius as well, so it work really well for us.",B075QQ8VZW,True
4833134,2020-07-18 18:46:52,5.0,Easy to use,"This thermometer arrived quickly. I really like that it is quiet, it just vibrates a little to let you know it’s ready to read. Very easy to use and appears to be accurate.",B075QQ8VZW,True
4833585,2020-07-06 01:51:23,4.0,Doesn’t quite meet expectations,Had to replace batteries in first 24 hours. A big disappointment. Since then works fine,B075QQ8VZW,True
4833608,2020-09-14 18:27:04,5.0,Works great,Worked as expected.,B075QQ8VZW,True
4833858,2020-07-29 15:33:37,4.0,What I needed,"With COVID, got this for Family party and no one minded being checked,  only giving 3 stars for ease of use because 3 times it didn't register. Slim design and a couple people asked where i got it.",B075QQ8VZW,True
4835086,2020-09-02 21:24:36,1.0,Don’t buy!,This product worked fine for two weeks and then we got an error message.  The user manual said with that error to contact customer service.  I called and they have no one answering phones due to COVID.  Fine.  I sent an inquiry from their website instead.  It has now been two weeks and I have heard nothing.  This thermometer isn’t cheap and now I am stuck with it and it is useless.  Don’t waste your money when the company doesn’t seem to care about making things right when their product stops working right fatter it is purchased.,B075QQ8VZW,True
4835530,2020-07-15 14:12:56,4.0,Easy to use,I would like a better display. Hard to read in sun. The accuracy seemed good. I had an appointment and had my temp checked. It was same as on this one,B075QQ8VZW,True
4836329,2021-04-01 18:39:28,5.0,Very happy with product,Very happy with this product I am a CNA and it makes my job so much easier.,B075QQ8VZW,True
4836526,2023-04-29 08:48:08,5.0,Easy to use,Very easy to use. First point then click and wait a couple seconds. Then it vibrates with the results. It's a nice sleek design too.,B075QQ8VZW,True
4836722,2020-06-21 19:51:14,5.0,accuracy,as expected,B075QQ8VZW,True
4837180,2020-07-14 23:26:45,4.0,Not accurate.,Always off a degree or so from other thermometer I’ve had awhile.,B075QQ8VZW,True
4839564,2020-05-25 10:06:23,4.0,easy to use,Small and compact easy to use,B075QQ8VZW,True
4840971,2020-11-17 14:00:37,1.0,Does not read correctly,"I will be returning,  inaccurate temperature reading.",B075QQ8VZW,True
4841100,2020-08-10 19:26:59,5.0,Fast Response,I appreciate having a thermometer that is fast and reliable.,B075QQ8VZW,True
4842152,2021-01-08 17:21:26,5.0,Perfect for my 95+ yr old mom (or anyone).,Perfect for my 95+ yr old mom (or anyone). Big readout and simple to use. Vibration on handle nice feature for those who can't hear real well. The temp readings align with 2 other thermometers we have in the family.,B075QQ8VZW,True
4842979,2020-12-03 16:34:29,5.0,Easy to use,Love how easy it is to use!,B075QQ8VZW,True
